user;Comment;Label
rozaqzaq; Pede boleh mbakk... Tapi jangan melampau batas ðŸ˜… https://t.co/LUMml2gIjL;NON-CYBERBULYING
Shofi_katze; Lg pansos ya bu;CYBERBULLYING
Alya188; Omong kosong;CYBERBULLYING
RochDidik;Kamu dan gerombolanmu bisa hidup mewah di atas penderitaan kaum sandal jepit.......yang hanya kau sapa 5 tahun sekali menjelang pemilu.....ketika buat kebijakan yang menyakiti mereka seakan2 kau tidak membutuhkan mereka.......kamu itu manusia terbuat dari apa?;NON-CYBERBULYING
Sengka2;Sudah lah menaaaang,,juaal aja negara ini,,, menaang menaang udah,,, oeng curang terus,,rakyat stupid idiot smua,, kalo ointer udah terguling oemerintah, perang sama eakyat,, udh takyat diem kok;CYBERBULLYING
wahyudwiwulandr; https://t.co/7Cjm9wKE2z;NON-CYBERBULYING
AriesRafly; Udah wong cilik sendal jepit belum bu kalo udah bisa kasbon g untuk satu tahun??? https://t.co/JnOAMW6JbD;NON-CYBERBULYING
dadannoer2; Ih, bagus kali nyaa warung pecel bu Puan nii.. mahal lah mesti harga menunya ya bu??  Bukan tempatâ€¦ https://t.co/ZLWuWCyOlr;NON-CYBERBULYING
Indriani2918; bu puann bagi bagibthrbuat saya buuuu;NON-CYBERBULYING
MasKliw92822809; Capres wong elit bukan wong licik https://t.co/CzL1OQpswm;CYBERBULLYING
ibhonez;ngaku partai wong cilik, giliran pertamina menaikkan harga bbm puan maharani bersama bangsat bangsa lainnya malah happy happy rayain ultah digedung yang katanya tempat para wakil rakyat berkantor. bedebah kalian;CYBERBULLYING
friana1201; Bagus bu kursinya merakyat;NON-CYBERBULYING
Ginks14; Partai wong ngiclik;CYBERBULLYING
Najogidoho; Warung horang kaya jelas beda dgn warung horang cilik. Sangat Munafik anda.;CYBERBULLYING
ewidcilers; https://t.co/CcXiIuEyCJ;NON-CYBERBULYING
NaufalPrabowo4; Wew ...warung pecel model apa tuch;NON-CYBERBULYING
Adamasharing; Merakyat yang tidak disengaja. Disengaja untuk merakyat;CYBERBULLYING
bang_ilzam; Jadikan presiden. Biar semakin berjuang wong cilik;NON-CYBERBULYING
IswariNizamul;Hahahah, iye bener buk, akar itu juga yg terkadg membuat wong cilik sangat bahagia, bagaimna tdak  DULU BBM NAIK BANTENG MERAH TURUN KE JLAN, SKRG SMA BBM NAIK JGA TURN KE JLAN CMA BDAH ARAH DAN TUJUAN SJA, TPI ITU DULU, SKRG KALAU DI KASIH MASUKAN MICROFON DIMATIKAN.;CYBERBULLYING
DenYunus4; @cakimiNOW Oh gitu ya bu;NON-CYBERBULYING
Yannnuar; Anti PDI .;CYBERBULLYING
shakaoktasa; Di warung jg mejanya di sarungi ya bu;NON-CYBERBULYING
benibenk; Tapi boong...;NON-CYBERBULYING
cegommie; membantai wong cilik kn maksud anda!!!!;CYBERBULLYING
HabibGhufron78; partai sandal jepit??? https://t.co/Owb92Mo6Xy;NON-CYBERBULYING
dimsfaisal; Ente kadang kadang;NON-CYBERBULYING
SyarifR95809538; Dari mana ada warung pecel meja pakai sarung? Wong cilik mana makan mejanya pakai taplak sarung, bâ€¦ https://t.co/3vwY3chYVY;NON-CYBERBULYING
ijun_63; Setelah mendapat simpati dan suara wong cilik. Selanjutnya membela wong licik.;CYBERBULLYING
ProlinkGarage; Warung Pecel Eciyeeeeeeeeee;NON-CYBERBULYING
ultramengemoy; Jgn gtu yh lain kaliðŸ˜¡ðŸ˜¡ðŸ˜¡ https://t.co/HZb02MMjHw;NON-CYBERBULYING
aii_zzql; Senyum dong mbak puan kalau bagiÂ² kaos lagi .;CYBERBULLYING
trans_nirwana; Andaa itu gapaham apa. Arti wong cilikk....;CYBERBULLYING
L4NK; wong cilik buat barang dagangan ..faktanya buat keruk cuan,     BASIIIH;CYBERBULLYING
mariosumarno; iya deh sipaling wong cilik.. ðŸ“¹ action!;CYBERBULLYING
AndikasYudi; wkwkwkwkwkwkwkwkwkwkwkkwwkkwwkkwwkkwwkwkwkwkwkwkwkwkwkwkwkwkwkw;CYBERBULLYING
priv4terepubl1c; lagi pisan mangan nang warung po? sak no;NON-CYBERBULYING
chikuwapedes; Warung ngendi iki kok apik?;NON-CYBERBULYING
YolaAmlaKml; Lah etamah hayang dipuji;NON-CYBERBULYING
subursubagyo; Cendol dawet ðŸ˜†ðŸ˜†ðŸ˜† wong cilik  #berjiwabesar tidak kerdil pastikan pilihan kita bukan tukang mix;NON-CYBERBULYING
PrasetyoBahtiar; Wong cilik, wong sepele, wong kok ngene....    Kok dibanding banding ke;NON-CYBERBULYING
OtterLaut; Partai wong cilik apaan dah. Yang ada partai yg memanfaatkan wong cilik.;CYBERBULLYING
AltintopHanif; yang bener tuh, wong cilik dijadikan sendal jepit sama kalian!!! ðŸ¤®;NON-CYBERBULYING
poerbaa_; Apasi gajelas ahaha;NON-CYBERBULYING
smiley_1702; Alaa, wong cilik demo malah pesta;CYBERBULLYING
suryanakoi; Terlihat baik di depan kamera tapi tidak terlihat baik saat tidak ada kamera;CYBERBULLYING
oreolunabyluna; Najisss;CYBERBULLYING
donanas007; Piring makan pengen BAB jadi mules;CYBERBULLYING
faldepe; WONG CILIK DARI MANANYA SIH??!!!! GASAH NGADI2 BUK;CYBERBULLYING
papae_dio; Kasihan wong cilik. Selalu jadi komoditas politik. Tidak ada solusi bagi mereka agar keluar dari himpitan ekonomi.;NON-CYBERBULYING
hardoelinc; Emang ada yg percaya?;NON-CYBERBULYING
VickyR77264084; Tangio, turumu mireng;CYBERBULLYING
tadiarthag; Duh....ðŸ˜­;NON-CYBERBULYING
Empangpanas; Alah basiiii nek gek butuh ae ndek warung, yen wes ga butuh yo golek sek adem penak ðŸ¤£;NON-CYBERBULYING
kharisma__oy; https://t.co/dKMUGcpVEj;NON-CYBERBULYING
loony_david; Iyain aja;NON-CYBERBULYING
DhikaAbot; Tp sama-sama gk ada suaranya saat wong cilik susah ya bu..;NON-CYBERBULYING
bkandewipersik; Warung pecel, pecelnya 15 rebu, fasilitasnya ratusan juta, ygy;NON-CYBERBULYING
bushanafi; PeniPUAN;CYBERBULLYING
WicaksonoArifi1; Bacotan gak mutu, gak relate sama kenyataan ðŸ™‚;CYBERBULLYING
JkktusbeUstp; Wong cilik ga sanggup makan duren segede itu bu;NON-CYBERBULYING
Rayyan1714; Wkwkwk wahai anak  anak kalian tau apa yg harus dilakukan di pemilu 2024  Hindari yg berbau banteng;CYBERBULLYING
joshua_charisma; Kenapa pecel???, gak mungkin bakso kan;NON-CYBERBULYING
DoniSubecty; partai wong cilik? idih ogah mah mau milih dia, salam akal sehat aja, salam dari kalimantan, saya sekelurga anti banteng,;CYBERBULLYING
santosso04; Sendal Jepit.. https://t.co/Q1pUCkvfPM;NON-CYBERBULYING
Anthonykidd2017; Pada rame2 deketin wong cilik;NON-CYBERBULYING
neymo_PW; Dari dulu Berlindung di balik nama wong cilik, karena tahu mayoritas negri ini di isi wong cilik,â€¦ https://t.co/R1LDfQT2Ba;NON-CYBERBULYING
yoiiicuys; Biasanya klo mau pemilu banyak nongol begini si ðŸ˜;NON-CYBERBULYING
lilDikzz; Ojo ngimpi;CYBERBULLYING
Lesmana1001; Affh iyh dek;NON-CYBERBULYING
kangdagangdonat; Punya pejabat ko aneh2 ya kelakuannya;CYBERBULLYING
teukufathuredwr; halah banyak kali ceritanya;NON-CYBERBULYING
ohhdimm; Drama sosmed of the year wkwk;CYBERBULLYING
eyoenzaghi; Alhamdulillah kalo dilihat dr pecelnya ini tempe dan gorengannya tidak digoreng, tp di kukus ya mbak ðŸ˜‡;NON-CYBERBULYING
stevehadfieldd; Si paling â€¦â€¦â€¦   Ninu ninu;CYBERBULLYING
adriannnnmr; kalo ngaku partai wong cilik mah makannya nasi kucing di angkringan ipb;NON-CYBERBULYING
Fhyggezbbjko; wong cilik sakarep muðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ paslon terkocak 2024;CYBERBULLYING
hawwin88; Apakah partai ne wong cilik itu merayakan ulang tahun di gedung DPR saat rakyat sedang demo kenaikâ€¦ https://t.co/T4VtM5NQEG;NON-CYBERBULYING
msp281; PARTAI WONG CILIK KOK GAK TAU KEADAAN WONG CILIK, MAKAN PECEL TERUS JADI WONG CILIK GITU..? ANEH,â€¦ https://t.co/knExNHaEWq;NON-CYBERBULYING
melayangdiair; Turunkan harga BBM bu sample pertalite Di bawah 5 rb, saya bakalan pilih bu  Pilih beli pertalite lagi;NON-CYBERBULYING
SyahidaNoNumber; Gak percaya;NON-CYBERBULYING
kaktusxnxx; Pdi rasa pki.;CYBERBULLYING
adaygpakaimulu; g;NON-CYBERBULYING
ZnlArifin07; Wong cilik yg milih,klo berkuasa Oligarkhi yg lupa ekonomi pÃ ncasila;NON-CYBERBULYING
thksfr5; ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜;NON-CYBERBULYING
ElloHndr; inshaALLAH rakyat sudah cerdas bu puan, tetap semangat ambil hati rakyat kembalikan lg ke rakyat pilihannya hehe;NON-CYBERBULYING
GazaliHaery; Warung pecel ,warung wong cilik??;NON-CYBERBULYING
HeriantoBs; Udah nggak laku pencitraan kayak gini.......segera kembali ke jalan yg bener sblm terlambat!!!;CYBERBULLYING
UgaAnugerah4;Partai wong cilik. Saat wong cilik demo BBM malah asik ngerayain ultah giliran ada anggota dewan yg menyampaikan aspirasi rakyat mic nya di matiin;NON-CYBERBULYING
BLOOD842003;Nangndi Onok warung pecel taplake poteh, jare mbek wong cilik. Di demo malah ngrayaknk ultah, wong cilik seng Endi seng mbok maksut mbok2;NON-CYBERBULYING
AaElhams; mangano sega pecel, wong cilik mangane beras durung matengðŸ™‚ tau rasan urung?;NON-CYBERBULYING
kurtz_andi; 2 orang penjilat;CYBERBULLYING
RasyaKissa; Partai wong cilik apa wong licik.....?  Partai wong sendal jepit apa partai tukang cekik wong cilik....?;CYBERBULLYING
user29110402; walach walachh;NON-CYBERBULYING
zulastt; halaaaah preeet;CYBERBULLYING
Muhlihun5; Wong cilik nggak butuh nenek lampir...say hidup sendiri dari dulu;NON-CYBERBULYING
marisambataja; haha tai;CYBERBULLYING
flufyyoung; ini sandal jepitnya merk gucci ya bu?;CYBERBULLYING
galeriPOTO770; udahlaa.. rakyat gak setuju lu nyalonn... gak malu apalu di hujat tadpi tetap maju ðŸ˜‚ðŸ˜‚;NON-CYBERBULYING
AsririnWijayant; Coba jajan ditukang bakso pinggiran mbak;NON-CYBERBULYING
solargoceng; Lawack lawack lawack;CYBERBULLYING
Indradp02610194; ðŸ¤£;NON-CYBERBULYING
firman1_9; Kenapa warung? Tinggal jawab buat pencitraan aja ribetðŸ¤¡;CYBERBULLYING
firman1_9; Sandal jepitnya merk apa? Havaianas? Gak semua sandal jepit mahal wan puwan... Ngedabrus;CYBERBULLYING
Romadonifuji; Kesel bacanya;NON-CYBERBULYING
wongndese; Partai wong cilik matamu PeniPUAN;CYBERBULLYING
amuhammad_adam; ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®;NON-CYBERBULYING
Oga94016701;Bagi2 kaos untuk wong ciliknya lemparin aja ke muka bu, sambil cemberut pula, mau deket sama wong cilik itu harus dari hati...gabisa dibuat2…;CYBERBULLYING
sitinur94665599; Bu ibu...ya allah makan di warung pecel ko yo ono durennya....mang jualan ya di warung pecel? Ky dâ€¦ https://t.co/wd0HpeWbuf;NON-CYBERBULYING
R22612834; Bacod;CYBERBULLYING
hardines_1925; Partai wong cilik taik kucing, peduli aja ga sm rakyat susah, yg ad mlah rakyat di blng cengeng.. Bangke;NON-CYBERBULYING
obot91; warung kok elegan banget yak..resto kali bu;NON-CYBERBULYING
regaralfalah; HAHAHA, MAU MENDEKAT PEMILU SOK SOK'AN MERAKYAT. DIDEMO MALAH POLISI YANG NYAMBUT. LUCUU ANDA TANTEEEE SUGIONO;CYBERBULLYING
ArsonyEdo; Mereka bukan makan karena perut lapar, tp makan untuk pencitraan. WASPADALAH;CYBERBULLYING
aliirmdhn; Kalo gak disuruh mamah aku gak mau kayak gini..hmh ..ðŸ˜—;NON-CYBERBULYING
Bug9991;" Gimana tau beda ""Warung Pecel""  dan ""Restoran yg punya Menu Pecel"" ...";NON-CYBERBULYING
jurigjampang; gimik wong cilik, anda itu elitis.... maaf udah gak ada yg percaya sama anda atau ibu anda, kalianâ€¦ https://t.co/AtNdtXoRbU;NON-CYBERBULYING
Brekel_;Gimana pecel nya Bu? Enak? Pastinya kenyang dong. Gak kayak warga sekarang, kenyang juga dengan aturan dan kebijakan yang ngebuat MEREKA KELAPARAN! Maaf Bu, cuma numpang lewat;NON-CYBERBULYING
DenisAd02590981; Partai wong cilik yang mana  Kemarin ada wong cilik demo soal kenaikan bbm anda malah merayakan ulâ€¦ https://t.co/Z8xpNmBUz5;NON-CYBERBULYING
Koko_Sanjaya22; Mbak kapan matinya ?;CYBERBULLYING
furqonalatas22; Wong cilik kok pakaian nya bagus gak lusuh. Wong cilik kok gak mumet harga ini itu pada naik.;NON-CYBERBULYING
bepejeel; Koq disini gak senyum mba?;NON-CYBERBULYING
20sepudn; ParTAI WONG CILIK, SUKE NGEMBAT DUIT WONG CILIK, HAK2 WONG CILIK, MATIIN SUARA WONG CILIK NINU NINU BUNYI APA TU MAN;CYBERBULLYING
musanghitam3; Penulis skenario nya ga kreatif;NON-CYBERBULYING
daretensei; Biasalah cari simpati menjelang pemilu...preettttt;NON-CYBERBULYING
Henda1897; gilaak yg reply smpe 10k emg partai sendal jepit eh partai untuk wong cilik maksud saya.;NON-CYBERBULYING
RezaSebastian35; Emg masih ada yg percaya banteng ? Matiin aja micnya terus baru cuman ketua DPR aja sudah arogan aâ€¦ https://t.co/ORc5oaTMd5;CYBERBULLYING
KUBIGAman; Warung pecel sebelah mana ini pasti harganya mahal kaya BBM;NON-CYBERBULYING
andreboleyn02; BaCOTTTT;CYBERBULLYING
dhanistuart; Wah, natural sekali. Nice try ðŸ¥±;NON-CYBERBULYING
lihinshoo; Warung pecel atau resto pecel tuh?;NON-CYBERBULYING
KLPSM_; Taek!!!;CYBERBULLYING
9entabum1; Bwahahahahahha;NON-CYBERBULYING
dot_wewe; Lebih percaya rafatar jajan basreng;NON-CYBERBULYING
Sandiyu53375601; Lagi demo kenaikan BBM aja malah ngerayain ulang tahun,,blas gx peduli Sma wong cilik tpi pake slogan partai wong cilik;NON-CYBERBULYING
faoncy; Preeettttt;CYBERBULLYING
priyagung_bp; Rasah nggowo2 wong cilik mbak, ra isin po njenengan;NON-CYBERBULYING
GGMU47272346; Gr2 ibu mkn di situ, warungnya jdi sepi Kasian yg punya warung;NON-CYBERBULYING
Onigeiru; Sandalnya jepit yg di maksud... https://t.co/DaMgxfmwYJ;NON-CYBERBULYING
adi_suparto; Ngakune partai wong cilik,, tpi kelakuane nyusahke wong cilik,, wes gausah percaya maning ygy ðŸ¤—;CYBERBULLYING
GhofarAlhajiz; wong cilik, bbm naek diem;NON-CYBERBULYING
Velasco2112; Saya dukung ibu jadi capres, tapi cukup capres saja gausah presiden.;NON-CYBERBULYING
panjiwjj; Wong ko ngene kok dibanding-bandingke, saing-saing ke. Yo mesti kalahðŸŽ¶;NON-CYBERBULYING
Rasfree4; Memuakkan.;CYBERBULLYING
rizal_maulana01; buk mau nobar windah basudara sama saya ?;NON-CYBERBULYING
bukangpeng; tetep kawal anies baswedan!;NON-CYBERBULYING
fahrudinfarid_; Maju terus Bu Puan Cak Imin (Puaimin 2024);NON-CYBERBULYING
Um4m37; Uwiii;NON-CYBERBULYING
PaulJasonKlein9; Stress;CYBERBULLYING
mandirit49; Bukan nya @PDI_Perjuangan partai yang naikin #BBM #gas #PLNUntukIndonesia kalian semua pembunuh tanpa menyentuh @DPR_RI;CYBERBULLYING
mramadhani_29; terlihat sangat ril buk merakyatnya. orang awam mana bisa bedain;NON-CYBERBULYING
hanatakusuma; Kukira selametan ulangtahun lg bu;NON-CYBERBULYING
yowesembarang; serius nanya, ngetweet gini malu gak bu Puan?;NON-CYBERBULYING
chavitdoni;" Bu  drpd jualan ""wong cilik"" mending sosialisasikan program2 yg kongkrit dr skrng.â€¦ https://t.co/GrdX1HjHX9";NON-CYBERBULYING
miftach179; Wong cilik ki mangan e sego, jangan e Sarimi ðŸ˜‚;NON-CYBERBULYING
AgamSaktiii; Hadeh rakyat demo bbm koe malah party neng jero gedung sriii;CYBERBULLYING
goblin_lmd; Partai wong cilik?, saat rakyat demo kemarin lu dimana?, sedang apa?, dengan siapa?..ðŸ˜†...laguÂ²an dah..ðŸ˜†;NON-CYBERBULYING
A_K28official; Saya kok merasa rugi kuliah S1 mati matian, eh kok melihat twett pejabat kek anak SD , aku aja malâ€¦ https://t.co/cmblR3lmKN;CYBERBULLYING
AgusRiy00195584; Nyimak;NON-CYBERBULYING
aidilsyaharief; ??;NON-CYBERBULYING
GeryLuthfi; Sudah ngantri pertalite bu puan yang terhormat?;NON-CYBERBULYING
TaufiqMukhlis1; Ora jelas bu ngapusi jancukðŸ¤£;CYBERBULLYING
Dani39933743;wong cilik ha..ha..ha..BBM naik dia malah hapy2 dikantor nya.dulu blm berkuasa pakai nagis2 sekrang lawan politik intrupsi matiin mix.harun masiku apa kabar nya;NON-CYBERBULYING
Ikancupang23; wong cilik yg mana tuh bu?;NON-CYBERBULYING
rlanggaaaa; itu bneran makan pecel diwarung? kirain pakek greenscreen;NON-CYBERBULYING
Junistighfar; Kalau wong cilik itu ketemunya di angkringan;NON-CYBERBULYING
GigaTec61907853; Jargon basi. Energi wong cilik sdh tersedot habis;CYBERBULLYING
HisamATTAISIR;Energi perjuangan???? Berjuang apa PUAN???? Apa berlomba2 korupsi Dan bisa ngupet itu perjuangan??? Atau dusta dan dusta lagi itu perjuangan??? Apa pura2 itu perjuangan?? Atau kah bagi2 jabatan itu perjuangan??? Seriu saya tanya puaN..;CYBERBULLYING
Misterianakayam; Mosok iyo to?;NON-CYBERBULYING
rm_atha; Air mata buaya saat tak berkuasa, saat berkuasa tersisa air mata rakyat. https://t.co/v7jP7TKhr0;NON-CYBERBULYING
JustArya2; Prrttttt;NON-CYBERBULYING
papAl_bucin; Cerdas yuk cerdas masyarakat indonesia, jgn salah pilih dgn polesan sandiwara yg luar biasa;NON-CYBERBULYING
TaufikI70348691;Ngaku partai wong cilik tp pas demi rakyat cilik terkait BBM bukannya dengerin en belain malah nyanyi2 d ultah lo. G penting banget;NON-CYBERBULYING
NanangSuudi; Gamin, Ganjar - Imin;NON-CYBERBULYING
IlmupediaC; BULLLLSSHHIIIITTTT....;CYBERBULLYING
agungnurh17; Iki Sego pecel pincuk,depan makam pahlawan kalibata,;NON-CYBERBULYING
mjknhgvtyufdch7; rayain ultah lagi  aja ditukang pecel;NON-CYBERBULYING
fckfacist; Pencitraan mulu si cantik ini.;CYBERBULLYING
akun_kadaluarsa; Aku emoh komen, wedi ilang;NON-CYBERBULYING
Sedeng48199626; Alah bicit udh basi denger wong2;NON-CYBERBULYING
andrilixx; mbak rara dah glowup?;NON-CYBERBULYING
andrilixx; mau smp kpn caper bu;CYBERBULLYING
anothermarvfans; Partai wong cilik tp pas wong cilik unjuk rasa kenaikan harga BBM ga di gubris dan malah pesta ultâ€¦ https://t.co/lRqXLUYpzE;NON-CYBERBULYING
nurida1081; Apa pun yg ibu lakukan saya ga akan pernah milih ibu  Waktu kenaikan BBM tangisan kau dan ibumu saya rindukan;NON-CYBERBULYING
verdi_7; https://t.co/9Y59bTlqOw;NON-CYBERBULYING
justspo11066040; kok bisa kuat ya, nahan pura2 begitu.. kereen..;NON-CYBERBULYING
mistercamang; Wong gedhi kyk aku ngene kudu piye? Kaos XL wae meh ra muat ðŸ˜­ðŸ˜­;NON-CYBERBULYING
Akagamiemperor4; palingan green screen doang itu hiyahiyahiya;NON-CYBERBULYING
lalu_Haikall; Umur segini emang lagi sukanya ngelantur yaaaa. Namanya juga orang tua wajar laaah;CYBERBULLYING
bbywisteria; partai wong sendal jepit tapi gaya nya hedon, gimana gimana?;CYBERBULLYING
Hanafioklek; Karep2mu;NON-CYBERBULYING
DesignTukang; Wong cilik ya buk mantap. Wong cilik demo itu di dengarin bukan malah ngerayain ulang tahun di dalam ðŸ—¿;NON-CYBERBULYING
bendijackson; BENSIN, TDL, HARGA SEMBAKO NAIK KAU DIAM SAJA WONG CILIK!!!!!;NON-CYBERBULYING
afajar03; Hahahaha....dan cak Imin pun tertawa;NON-CYBERBULYING
ulinnuhaw98; Cilik jare wkwkw;NON-CYBERBULYING
jimborrr; kalau ada wong cilik yang tercekik ekonomi protes ke ibu bakal di-mute juga gak suaranya bu?;NON-CYBERBULYING
Realisticman101; Ciiirit..;NON-CYBERBULYING
revelynie; Aku sih ke warung pecel karena emang suka pecelðŸ¤”;NON-CYBERBULYING
qoalaqo; Apaan sih ga jelas;NON-CYBERBULYING
Steveinks1; Yg bener partai wong cilik.. Ah bohong kali bu??? ðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒ buktinya ibu ga nangis pas BBM naik kaya jaman SBY.. Hahahahahaha;NON-CYBERBULYING
BbSaifulhadi; Sajiannya ada buah duriannya, malah jadi inget kardus duriannya si Imin.;NON-CYBERBULYING
markvz_mazter; wong cilik tiap hari naek alphard ðŸ˜¶;NON-CYBERBULYING
tulusjuke_; info sewa tendanya, gan;NON-CYBERBULYING
Rahman63868786; @harsya_mursyid Sehat selalu pa Anies Baswedan...;NON-CYBERBULYING
HermanHermawan_; Itu bukan warung pecelnya wong cilik wooy, itu warung pecelnya wong sultan. Warung pecelnya wong câ€¦ https://t.co/wHqpm7LUik;NON-CYBERBULYING
tuanmuaku; Serius nanya, bisa ga kalo kebelet kencing &amp;NON-CYBERBULYING
dedykurniawands; Komennya kok pada nyinyir Yach...ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ¤Ÿ;NON-CYBERBULYING
moeftens; Tisu Indomaret di warung pecel lele, kelass.;NON-CYBERBULYING
ggoobbee; terima kasih kasih kepada Bu  karena dengan Ibu membuat tweet ini saya jadi terhibâ€¦ https://t.co/6zzYmaMiC1;NON-CYBERBULYING
Wildanmaul14; Tidung-tidung tukang baksoooo;NON-CYBERBULYING
ArlanosaarRaka; Sama sama meng eksploitasi wong cilik ngge bu;CYBERBULLYING
andiajul; @MakeItAQuote;NON-CYBERBULYING
Rfcikgu; Halah, kontol;CYBERBULLYING
Buyachechen; Preeeetttt...;NON-CYBERBULYING
CebongAsu; Berarti untuk mempertahankan jumlah pendukung,  jumlah wong cilik dipertahankan dong?;NON-CYBERBULYING
nurishooo; Warung pecel e wong cilik wi Ning pinggiran buk, gur tutupan banner, dibungkus godong gedhang, regone 7 ewuan biasane.;NON-CYBERBULYING
Marsowan; Sosok bung Karno sangat jauhhhhhhhhhhh;NON-CYBERBULYING
Patricko_08; https://t.co/QxM9ml6aWY;NON-CYBERBULYING
shiroganeho; warung pecel meja nya cantik, secantik mba najwa shihab idolaku;NON-CYBERBULYING
intel_swt; wong cilik apaan di luar demo bbm Anda di dalam hore hore ngerayain ulang tahun.  Cek lagi energiâ€¦ https://t.co/HRcvK5YmEq;NON-CYBERBULYING
andikstwnn; Perjuangan apa sih? Merperjuangkan oligarki ya!  Bilangnya wong cilik padahal cuma menginjak nginjak orang cilik!;CYBERBULLYING
amarrfati; Beungeut;NON-CYBERBULYING
Zulaikh28; Liat kolom komentar aja udh tau kan dia ga bakal menang jadi presiden, dan kalo menang ya tau lah UDAH PASTI CURAANG;CYBERBULLYING
Fathoer76064252; Mic karoke pareum;NON-CYBERBULYING
Zulaikh28; Bacod banget puaanntek;CYBERBULLYING
lexvinsx; cape bangetðŸ˜­;NON-CYBERBULYING
hsenjaya10;Bawa2 wong cilik, pernah gak sampean turun ke bawah tanpa settingan? Sampean dipandang krn membawa label Soekarno, dan partai sampean melonjak krn pak Jokowi. Jangan mimpi jd Presiden, kapasitas dan image sampean gak ada bagus2nya di mata saya.;NON-CYBERBULYING
AbdullahYusup9; Begini ua varanya partai wong licik;NON-CYBERBULYING
GusWahyuAji; Gak percoyo blas. Blokir puan. Jangan pilih puan...;NON-CYBERBULYING
kestaM; Wong cilik mah makannya warteg bahari yang tiap 50m exist bu. Sorry gak ada bakat bu;NON-CYBERBULYING
depa_juli; Bu udah nonton blm video mu yg lempar2 kaos sambil bermuka masam? Yakin kau pribadi yg dekat dg masyarakat? ðŸ¤£ðŸ¤£ðŸ¤­;CYBERBULLYING
rudywongso2;" ""Makan bareng bu...!!"". contoh rakyat sebenarnya, tanpa kemunafikan";NON-CYBERBULYING
InaMosey; Itu setingann temen2 ... Masih stuck di PDIP ?? Ini 2022 udah ada calon yg cocok;NON-CYBERBULYING
NjowoRung; Parte Wong gede, ngaku buat Wong cilik, ben sing gede tambah gede;NON-CYBERBULYING
akundijualmrh; Tai anjing lah;CYBERBULLYING
HambaAl87904225; ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£Partai wong licik ini memang pandai bersilat lidah,  sudahlah puan masyarakat sudah capek denâ€¦ https://t.co/vBcoXDcM3D;NON-CYBERBULYING
