Comment,Label
"['partai', 'sandal', 'jepit']",NON-CYBERBULYING
"['ente', 'kadang', 'kadang']",NON-CYBERBULYING
"['warung', 'pecel', 'meja', 'pakai', 'sarung', 'cilik', 'makan', 'mejanya', 'pakai', 'taplak', 'sarung', 'b']",NON-CYBERBULYING
"['simpati', 'suara', 'cilik', 'membela', 'licik']",CYBERBULLYING
"['warung', 'pecel', 'eciyeeeeeeeeee']",NON-CYBERBULYING
"['jgn', 'gtu', 'yh', 'kali']",NON-CYBERBULYING
"['senyum', 'mbak', 'puan', 'kaos']",CYBERBULLYING
"['andaa', 'gapaham', 'arti', 'cilikk']",CYBERBULLYING
"['cilik', 'barang', 'dagangan', 'faktanya', 'keruk', 'cuan', 'basiiih']",CYBERBULLYING
"['iya', 'deh', 'sipaling', 'cilik', 'action']",CYBERBULLYING
['wkwkwkwkwkwkwkwkwkwkwkkwwkkwwkkwwkkwwkwkwkwkwkwkwkwkwkwkwkwkwkw'],CYBERBULLYING
"['pisan', 'mangan', 'nang', 'warung', 'po', 'sak', 'no']",NON-CYBERBULYING
"['warung', 'ngendi', 'iki', 'apik']",NON-CYBERBULYING
"['etamah', 'hayang', 'dipuji']",NON-CYBERBULYING
"['cendol', 'dawet', 'cilik', 'kerdil', 'pastikan', 'pilihan', 'tukang', 'mix']",NON-CYBERBULYING
"['cilik', 'sepele', 'ngene', 'dibanding', 'banding']",NON-CYBERBULYING
"['partai', 'cilik', 'dah', 'partai', 'yg', 'memanfaatkan', 'cilik']",CYBERBULLYING
"['bener', 'tuh', 'cilik', 'dijadikan', 'sendal', 'jepit']",NON-CYBERBULYING
"['apasi', 'gajelas', 'ahaha']",NON-CYBERBULYING
"['alaa', 'cilik', 'demo', 'pesta']",CYBERBULLYING
"['kamera', 'kamera']",CYBERBULLYING
['najisss'],CYBERBULLYING
"['piring', 'makan', 'pengen', 'bab', 'mules']",CYBERBULLYING
"['cilik', 'mananya', 'sih', 'gasah', 'ngadi2', 'buk']",CYBERBULLYING
"['kasihan', 'cilik', 'komoditas', 'politik', 'solusi', 'himpitan', 'ekonomi']",NON-CYBERBULYING
"['emang', 'yg', 'percaya']",NON-CYBERBULYING
"['tangio', 'turumu', 'mireng']",CYBERBULLYING
['duh'],NON-CYBERBULYING
"['alah', 'basiiii', 'nek', 'gek', 'butuh', 'ae', 'ndek', 'warung', 'yen', 'wes', 'ga', 'butuh', 'yo', 'golek', 'sek', 'adem', 'penak']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['iyain', 'aja']",NON-CYBERBULYING
"['tp', 'gk', 'suaranya', 'cilik', 'susah', 'ya', 'bu']",NON-CYBERBULYING
"['warung', 'pecel', 'pecelnya', '15', 'rebu', 'fasilitasnya', 'ratusan', 'juta', 'ygy']",NON-CYBERBULYING
['penipuan'],CYBERBULLYING
"['bacotan', 'gak', 'mutu', 'gak', 'relate', 'kenyataan']",CYBERBULLYING
"['cilik', 'ga', 'sanggup', 'makan', 'duren', 'segede', 'bu']",NON-CYBERBULYING
"['wkwkwk', 'anak', 'anak', 'tau', 'yg', 'pemilu', '2024', 'hindari', 'yg', 'berbau', 'banteng']",CYBERBULLYING
"['pecel', 'gak', 'bakso']",NON-CYBERBULYING
"['partai', 'cilik', 'idih', 'ogah', 'mah', 'milih', 'salam', 'akal', 'sehat', 'aja', 'salam', 'kalimantan', 'sekelurga', 'anti', 'banteng']",CYBERBULLYING
"['sendal', 'jepit']",NON-CYBERBULYING
"['rame2', 'deketin', 'cilik']",NON-CYBERBULYING
"['berlindung', 'nama', 'cilik', 'mayoritas', 'negri', 'isi', 'cilik']",NON-CYBERBULYING
"['klo', 'pemilu', 'nongol', 'si']",NON-CYBERBULYING
"['ojo', 'ngimpi']",CYBERBULLYING
"['affh', 'iyh', 'dek']",NON-CYBERBULYING
"['pejabat', 'ko', 'aneh2', 'ya', 'kelakuannya']",CYBERBULLYING
"['halah', 'kali', 'ceritanya']",NON-CYBERBULYING
"['drama', 'sosmed', 'of', 'the', 'year', 'wkwk']",CYBERBULLYING
"['alhamdulillah', 'kalo', 'dr', 'pecelnya', 'tempe', 'gorengannya', 'digoreng', 'tp', 'kukus', 'ya', 'mbak']",NON-CYBERBULYING
"['si', 'ninu', 'ninu']",CYBERBULLYING
"['kalo', 'ngaku', 'partai', 'cilik', 'mah', 'makannya', 'nasi', 'kucing', 'angkringan', 'ipb']",NON-CYBERBULYING
"['cilik', 'sakarep', 'mu', 'paslon', 'terkocak', '2024']",CYBERBULLYING
"['partai', 'ne', 'cilik', 'merayakan', 'ulang', 'gedung', 'dpr', 'rakyat', 'demo', 'kenaik']",NON-CYBERBULYING
"['partai', 'cilik', 'gak', 'tau', 'cilik', 'makan', 'pecel', 'cilik', 'gitu', 'aneh']",NON-CYBERBULYING
"['turunkan', 'harga', 'bbm', 'bu', 'sample', 'pertalite', '5', 'rb', 'pilih', 'bu', 'pilih', 'beli', 'pertalite']",NON-CYBERBULYING
"['gak', 'percaya']",NON-CYBERBULYING
"['pdi', 'pki']",CYBERBULLYING
['g'],NON-CYBERBULYING
"['cilik', 'yg', 'milih', 'klo', 'berkuasa', 'oligarkhi', 'yg', 'lupa', 'ekonomi', 'p', 'ncasila']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['inshaallah', 'rakyat', 'cerdas', 'bu', 'puan', 'semangat', 'ambil', 'hati', 'rakyat', 'kembalikan', 'lg', 'rakyat', 'pilihannya', 'hehe']",NON-CYBERBULYING
"['warung', 'pecel', 'warung', 'cilik']",NON-CYBERBULYING
"['udah', 'nggak', 'laku', 'pencitraan', 'kayak', 'gini', 'jalan', 'yg', 'bener', 'sblm', 'terlambat']",CYBERBULLYING
"['partai', 'cilik', 'cilik', 'demo', 'bbm', 'asik', 'ngerayain', 'ultah', 'giliran', 'anggota', 'dewan', 'yg', 'aspirasi', 'rakyat', 'mic', 'nya', 'matiin']",NON-CYBERBULYING
"['nangndi', 'onok', 'warung', 'pecel', 'taplake', 'poteh', 'jare', 'mbek', 'cilik', 'demo', 'ngrayaknk', 'ultah', 'cilik', 'seng', 'endi', 'seng', 'mbok', 'maksut', 'mbok2']",NON-CYBERBULYING
"['mangano', 'sega', 'pecel', 'cilik', 'mangane', 'beras', 'durung', 'mateng', 'tau', 'rasan', 'urung']",NON-CYBERBULYING
"['2', 'orang', 'penjilat']",CYBERBULLYING
"['partai', 'cilik', 'licik', 'partai', 'sendal', 'jepit', 'partai', 'tukang', 'cekik', 'cilik']",CYBERBULLYING
"['walach', 'walachh']",NON-CYBERBULYING
"['halaaaah', 'preeet']",CYBERBULLYING
"['cilik', 'nggak', 'butuh', 'nenek', 'lampir', 'say', 'hidup']",NON-CYBERBULYING
"['haha', 'tai']",CYBERBULLYING
"['sandal', 'jepitnya', 'merk', 'gucci', 'ya', 'bu']",CYBERBULLYING
"['udahlaa', 'rakyat', 'gak', 'setuju', 'lu', 'nyalonn', 'gak', 'malu', 'apalu', 'hujat', 'tadpi', 'maju']",NON-CYBERBULYING
"['coba', 'jajan', 'ditukang', 'bakso', 'pinggiran', 'mbak']",NON-CYBERBULYING
"['lawack', 'lawack', 'lawack']",CYBERBULLYING
[],NON-CYBERBULYING
"['warung', 'tinggal', 'pencitraan', 'aja', 'ribet']",CYBERBULLYING
"['sandal', 'jepitnya', 'merk', 'havaianas', 'gak', 'sandal', 'jepit', 'mahal', 'wan', 'puwan', 'ngedabrus']",CYBERBULLYING
"['kesel', 'bacanya']",NON-CYBERBULYING
"['partai', 'cilik', 'matamu', 'penipuan']",CYBERBULLYING
[],NON-CYBERBULYING
"['bagi2', 'kaos', 'ciliknya', 'lemparin', 'aja', 'muka', 'bu', 'cemberut', 'deket', 'cilik', 'hati', 'gabisa', 'dibuat2']",CYBERBULLYING
"['bu', 'ya', 'allah', 'makan', 'warung', 'pecel', 'ko', 'yo', 'ono', 'durennya', 'mang', 'jualan', 'ya', 'warung', 'pecel', 'ky', 'd']",NON-CYBERBULYING
['bacod'],CYBERBULLYING
"['partai', 'cilik', 'taik', 'kucing', 'peduli', 'aja', 'ga', 'sm', 'rakyat', 'susah', 'yg', 'ad', 'mlah', 'rakyat', 'blng', 'cengeng', 'bangke']",NON-CYBERBULYING
"['warung', 'elegan', 'banget', 'yak', 'resto', 'kali', 'bu']",NON-CYBERBULYING
"['hahaha', 'mendekat', 'pemilu', 'sok', 'sok', 'an', 'merakyat', 'didemo', 'polisi', 'nyambut', 'lucuu', 'tanteeee', 'sugiono']",CYBERBULLYING
"['makan', 'perut', 'lapar', 'tp', 'makan', 'pencitraan', 'waspadalah']",CYBERBULLYING
"['kalo', 'gak', 'disuruh', 'mamah', 'gak', 'kayak', 'gini', 'hmh']",NON-CYBERBULYING
"['gimana', 'tau', 'beda', 'warung', 'pecel', 'restoran', 'yg', 'menu', 'pecel']",NON-CYBERBULYING
"['gimik', 'cilik', 'elitis', 'maaf', 'udah', 'gak', 'yg', 'percaya']",NON-CYBERBULYING
"['gimana', 'pecel', 'nya', 'bu', 'enak', 'pastinya', 'kenyang', 'gak', 'kayak', 'warga', 'kenyang', 'aturan', 'kebijakan', 'ngebuat', 'kelaparan', 'maaf', 'bu', 'numpang']",NON-CYBERBULYING
"['partai', 'cilik', 'kemarin', 'cilik', 'demo', 'kenaikan', 'bbm', 'merayakan', 'ul']",NON-CYBERBULYING
"['mbak', 'matinya']",CYBERBULLYING
"['cilik', 'pakaian', 'nya', 'bagus', 'gak', 'lusuh', 'cilik', 'gak', 'mumet', 'harga']",NON-CYBERBULYING
"['koq', 'gak', 'senyum', 'mba']",NON-CYBERBULYING
"['partai', 'cilik', 'suke', 'ngembat', 'duit', 'cilik', 'hak2', 'cilik', 'matiin', 'suara', 'cilik', 'ninu', 'ninu', 'bunyi', 'tu', 'man']",CYBERBULLYING
"['penulis', 'skenario', 'nya', 'ga', 'kreatif']",NON-CYBERBULYING
"['biasalah', 'cari', 'simpati', 'menjelang', 'pemilu', 'preettttt']",NON-CYBERBULYING
"['gilaak', 'yg', 'reply', 'smpe', '10k', 'emg', 'partai', 'sendal', 'jepit', 'eh', 'partai', 'cilik', 'maksud']",NON-CYBERBULYING
"['emg', 'yg', 'percaya', 'banteng', 'matiin', 'aja', 'micnya', 'cuman', 'ketua', 'dpr', 'aja', 'arogan', 'a']",CYBERBULLYING
"['warung', 'pecel', 'sebelah', 'harganya', 'mahal', 'kaya', 'bbm']",NON-CYBERBULYING
['bacotttt'],CYBERBULLYING
"['natural', 'nice', 'try']",NON-CYBERBULYING
"['warung', 'pecel', 'resto', 'pecel', 'tuh']",NON-CYBERBULYING
['taek'],CYBERBULLYING
['bwahahahahahha'],NON-CYBERBULYING
"['percaya', 'rafatar', 'jajan', 'basreng']",NON-CYBERBULYING
"['demo', 'kenaikan', 'bbm', 'aja', 'ngerayain', 'ulang', 'blas', 'gx', 'peduli', 'sma', 'cilik', 'tpi', 'pake', 'slogan', 'partai', 'cilik']",NON-CYBERBULYING
['preeettttt'],CYBERBULLYING
"['rasah', 'nggowo2', 'cilik', 'mbak', 'ra', 'isin', 'po', 'njenengan']",NON-CYBERBULYING
"['gr2', 'mkn', 'situ', 'warungnya', 'jdi', 'sepi', 'kasian', 'yg', 'warung']",NON-CYBERBULYING
"['sandalnya', 'jepit', 'yg', 'maksud']",NON-CYBERBULYING
"['ngakune', 'partai', 'cilik', 'tpi', 'kelakuane', 'nyusahke', 'cilik', 'wes', 'gausah', 'percaya', 'maning', 'ygy']",CYBERBULLYING
"['cilik', 'bbm', 'naek', 'diem']",NON-CYBERBULYING
"['dukung', 'capres', 'capres', 'gausah', 'presiden']",NON-CYBERBULYING
"['ko', 'ngene', 'dibanding', 'bandingke', 'saing', 'saing', 'yo', 'mesti', 'kalah']",NON-CYBERBULYING
['memuakkan'],CYBERBULLYING
"['buk', 'nobar', 'windah', 'basudara']",NON-CYBERBULYING
"['tetep', 'kawal', 'anies', 'baswedan']",NON-CYBERBULYING
"['maju', 'bu', 'puan', 'cak', 'imin', 'puaimin', '2024']",NON-CYBERBULYING
['uwiii'],NON-CYBERBULYING
['stress'],CYBERBULLYING
"['nya', 'partai', 'naikin', 'pembunuh', 'menyentuh']",CYBERBULLYING
"['ril', 'buk', 'merakyatnya', 'orang', 'awam', 'bedain']",NON-CYBERBULYING
"['kukira', 'selametan', 'ulangtahun', 'lg', 'bu']",NON-CYBERBULYING
"['serius', 'nanya', 'ngetweet', 'gini', 'malu', 'gak', 'bu', 'puan']",NON-CYBERBULYING
"['bu', 'drpd', 'jualan', 'cilik', 'mending', 'sosialisasikan', 'program2', 'yg', 'kongkrit', 'dr', 'skrng']",NON-CYBERBULYING
"['cilik', 'ki', 'mangan', 'e', 'sego', 'e', 'sarimi']",NON-CYBERBULYING
"['hadeh', 'rakyat', 'demo', 'bbm', 'koe', 'party', 'neng', 'jero', 'gedung', 'sriii']",CYBERBULLYING
"['partai', 'cilik', 'rakyat', 'demo', 'kemarin', 'lu', 'dimana', 'lagu', 'an', 'dah']",NON-CYBERBULYING
"['rugi', 'kuliah', 's1', 'mati', 'matian', 'eh', 'twett', 'pejabat', 'kek', 'anak', 'sd', 'aja', 'mal']",CYBERBULLYING
['nyimak'],NON-CYBERBULYING
[],NON-CYBERBULYING
"['ngantri', 'pertalite', 'bu', 'puan', 'terhormat']",NON-CYBERBULYING
"['ora', 'bu', 'ngapusi', 'jancuk']",CYBERBULLYING
"['cilik', 'ha', 'ha', 'ha', 'bbm', 'hapy2', 'dikantor', 'nya', 'blm', 'berkuasa', 'pakai', 'nagis2', 'sekrang', 'lawan', 'politik', 'intrupsi', 'matiin', 'mix', 'harun', 'masiku', 'kabar', 'nya']",NON-CYBERBULYING
"['cilik', 'yg', 'tuh', 'bu']",NON-CYBERBULYING
"['bneran', 'makan', 'pecel', 'diwarung', 'kirain', 'pakek', 'greenscreen']",NON-CYBERBULYING
"['cilik', 'ketemunya', 'angkringan']",NON-CYBERBULYING
"['jargon', 'basi', 'energi', 'cilik', 'sdh', 'tersedot', 'habis']",CYBERBULLYING
"['energi', 'perjuangan', 'berjuang', 'puan', 'berlomba2', 'korupsi', 'ngupet', 'perjuangan', 'dusta', 'dusta', 'perjuangan', 'pura2', 'perjuangan', 'kah', 'bagi2', 'jabatan', 'perjuangan', 'seriu', 'puan']",CYBERBULLYING
"['mosok', 'iyo', 'to']",NON-CYBERBULYING
"['air', 'mata', 'buaya', 'berkuasa', 'berkuasa', 'tersisa', 'air', 'mata', 'rakyat']",NON-CYBERBULYING
['prrttttt'],NON-CYBERBULYING
"['cerdas', 'yuk', 'cerdas', 'masyarakat', 'indonesia', 'jgn', 'salah', 'pilih', 'dgn', 'polesan', 'sandiwara', 'yg']",NON-CYBERBULYING
"['ngaku', 'partai', 'cilik', 'tp', 'pas', 'rakyat', 'cilik', 'terkait', 'bbm', 'dengerin', 'en', 'belain', 'nyanyi2', 'd', 'ultah', 'lo', 'g', 'banget']",NON-CYBERBULYING
"['gamin', 'ganjar', 'imin']",NON-CYBERBULYING
['bullllsshhiiiitttt'],CYBERBULLYING
"['iki', 'sego', 'pecel', 'pincuk', 'makam', 'pahlawan', 'kalibata']",NON-CYBERBULYING
"['rayain', 'ultah', 'aja', 'ditukang', 'pecel']",NON-CYBERBULYING
"['pencitraan', 'mulu', 'si', 'cantik']",CYBERBULLYING
"['emoh', 'komen', 'wedi', 'ilang']",NON-CYBERBULYING
"['alah', 'bicit', 'udh', 'basi', 'denger', 'wong2']",NON-CYBERBULYING
"['mbak', 'rara', 'dah', 'glowup']",NON-CYBERBULYING
"['smp', 'kpn', 'caper', 'bu']",CYBERBULLYING
"['partai', 'cilik', 'tp', 'pas', 'cilik', 'unjuk', 'kenaikan', 'harga', 'bbm', 'ga', 'gubris', 'pesta', 'ult']",NON-CYBERBULYING
"['yg', 'lakukan', 'ga', 'milih', 'kenaikan', 'bbm', 'tangisan', 'kau', 'ibumu', 'rindukan']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['kuat', 'ya', 'nahan', 'pura2', 'kereen']",NON-CYBERBULYING
"['gedhi', 'kyk', 'ngene', 'kudu', 'piye', 'kaos', 'xl', 'wae', 'meh', 'ra', 'muat']",NON-CYBERBULYING
"['palingan', 'green', 'screen', 'doang', 'hiyahiyahiya']",NON-CYBERBULYING
"['umur', 'segini', 'emang', 'sukanya', 'ngelantur', 'yaaaa', 'namanya', 'orang', 'tua', 'wajar', 'laaah']",CYBERBULLYING
"['partai', 'sendal', 'jepit', 'gaya', 'nya', 'hedon', 'gimana', 'gimana']",CYBERBULLYING
['karep2mu'],NON-CYBERBULYING
"['cilik', 'ya', 'buk', 'mantap', 'cilik', 'demo', 'dengarin', 'ngerayain', 'ulang']",NON-CYBERBULYING
"['bensin', 'tdl', 'harga', 'sembako', 'kau', 'diam', 'cilik']",NON-CYBERBULYING
"['hahahaha', 'cak', 'imin', 'tertawa']",NON-CYBERBULYING
"['cilik', 'jare', 'wkwkw']",NON-CYBERBULYING
"['cilik', 'tercekik', 'ekonomi', 'protes', 'mute', 'gak', 'suaranya', 'bu']",NON-CYBERBULYING
['ciiirit'],NON-CYBERBULYING
"['sih', 'warung', 'pecel', 'emang', 'suka', 'pecel']",NON-CYBERBULYING
"['sih', 'ga']",NON-CYBERBULYING
"['yg', 'bener', 'partai', 'cilik', 'ah', 'bohong', 'kali', 'bu', 'buktinya', 'ga', 'nangis', 'pas', 'bbm', 'kaya', 'jaman', 'sby', 'hahahahahaha']",NON-CYBERBULYING
"['sajiannya', 'buah', 'duriannya', 'inget', 'kardus', 'duriannya', 'si', 'imin']",NON-CYBERBULYING
"['cilik', 'naek', 'alphard']",NON-CYBERBULYING
"['info', 'sewa', 'tendanya', 'gan']",NON-CYBERBULYING
"['sehat', 'pa', 'anies', 'baswedan']",NON-CYBERBULYING
"['warung', 'pecelnya', 'cilik', 'wooy', 'warung', 'pecelnya', 'sultan', 'warung', 'pecelnya', 'c']",NON-CYBERBULYING
"['serius', 'nanya', 'ga', 'kalo', 'kebelet', 'kencing', 'amp']",NON-CYBERBULYING
"['komennya', 'nyinyir', 'yach']",NON-CYBERBULYING
"['tisu', 'indomaret', 'warung', 'pecel', 'lele', 'kelass']",NON-CYBERBULYING
"['terima', 'kasih', 'kasih', 'bu', 'tweet', 'terhib']",NON-CYBERBULYING
"['tidung', 'tidung', 'tukang', 'baksoooo']",NON-CYBERBULYING
"['meng', 'eksploitasi', 'cilik', 'ngge', 'bu']",CYBERBULLYING
[],NON-CYBERBULYING
"['halah', 'kontol']",CYBERBULLYING
['preeeetttt'],NON-CYBERBULYING
"['mempertahankan', 'pendukung', 'cilik', 'dipertahankan']",NON-CYBERBULYING
"['warung', 'pecel', 'e', 'cilik', 'wi', 'ning', 'pinggiran', 'buk', 'gur', 'tutupan', 'banner', 'dibungkus', 'godong', 'gedhang', 'regone', '7', 'ewuan', 'biasane']",NON-CYBERBULYING
"['sosok', 'karno', 'jauhhhhhhhhhhh']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['warung', 'pecel', 'meja', 'nya', 'cantik', 'secantik', 'mba', 'najwa', 'shihab', 'idolaku']",NON-CYBERBULYING
"['cilik', 'demo', 'bbm', 'hore', 'hore', 'ngerayain', 'ulang', 'cek', 'energi']",NON-CYBERBULYING
"['perjuangan', 'sih', 'merperjuangkan', 'oligarki', 'ya', 'bilangnya', 'cilik', 'menginjak', 'nginjak', 'orang', 'cilik']",CYBERBULLYING
['beungeut'],NON-CYBERBULYING
"['liat', 'kolom', 'komentar', 'aja', 'udh', 'tau', 'ga', 'menang', 'presiden', 'kalo', 'menang', 'ya', 'tau', 'udah', 'curaang']",CYBERBULLYING
"['mic', 'karoke', 'pareum']",NON-CYBERBULYING
"['bacod', 'banget', 'puaanntek']",CYBERBULLYING
"['cape', 'banget']",NON-CYBERBULYING
"['bawa2', 'cilik', 'gak', 'sampean', 'turun', 'settingan', 'sampean', 'dipandang', 'krn', 'membawa', 'label', 'soekarno', 'partai', 'sampean', 'melonjak', 'krn', 'jokowi', 'mimpi', 'jd', 'presiden', 'kapasitas', 'image', 'sampean', 'gak', 'bagus2nya', 'mata']",NON-CYBERBULYING
"['ua', 'varanya', 'partai', 'licik']",NON-CYBERBULYING
"['gak', 'percoyo', 'blas', 'blokir', 'puan', 'pilih', 'puan']",NON-CYBERBULYING
"['cilik', 'mah', 'makannya', 'warteg', 'bahari', '50m', 'exist', 'bu', 'sorry', 'gak', 'bakat', 'bu']",NON-CYBERBULYING
"['bu', 'udah', 'nonton', 'blm', 'video', 'mu', 'yg', 'lempar2', 'kaos', 'bermuka', 'masam', 'kau', 'pribadi', 'yg', 'dg', 'masyarakat']",CYBERBULLYING
"['makan', 'bareng', 'bu', 'contoh', 'rakyat', 'kemunafikan']",NON-CYBERBULYING
"['setingann', 'temen2', 'stuck', 'pdip', '2022', 'udah', 'calon', 'yg', 'cocok']",NON-CYBERBULYING
"['parte', 'gede', 'ngaku', 'cilik', 'ben', 'sing', 'gede', 'gede']",NON-CYBERBULYING
"['tai', 'anjing']",CYBERBULLYING
"['partai', 'licik', 'pandai', 'bersilat', 'lidah', 'puan', 'masyarakat', 'capek', 'den']",NON-CYBERBULYING
"['rakyat', 'dah', 'pinter', 'mba', 'buang2', 'energi', 'aja', 'pencitraan']",NON-CYBERBULYING
"['kardus', 'duren', 'wangi']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['sa', 'karep', 'mu']",NON-CYBERBULYING
"['ket', 'mangan', 'ng', 'pecel', 'an', 'ae', 'pamerrrr']",NON-CYBERBULYING
"['aelah', 'aja', 'lagu', 'kaset', 'kusut']",CYBERBULLYING
"['mengumbar', 'syahwat', 'kekuasaan']",CYBERBULLYING
"['f', 'c', 'pencitraan', 'reza', 'arap']",NON-CYBERBULYING
"['dibaca', 'reply', 'nya', 'bu', 'biar', 'tau']",NON-CYBERBULYING
"['kode', 'keras']",NON-CYBERBULYING
"['partai', 'cilik', 'ko', 'ga', 'suaranya', 'perekonomian', 'rakyat', 'mencekik', 'akibat', 'kenaikan', 'harga', 'energi', 'hapuskannya', 'subsidi', 'energi', 'ko', 'berbeda', 'berkuasa']",NON-CYBERBULYING
"['cilik', 'segini', 'bu']",NON-CYBERBULYING
"['pencitraan', 'neng']",CYBERBULLYING
"['bagiin', 'kaosnya', 'cemberut', 'gitu', 'buk']",CYBERBULLYING
"['warung', 'ko', 'sarung', 'meja', 'nya', 'ko', 'tenda', 'kaya', 'warungnya', 'warung', 'kondangan', 'bos', 'wkwk']",NON-CYBERBULYING
"['barangkali', 'skrg', 'bbm', 'udah', 'naek', 'mbak', 'coba', 'komentar', 'nya', 'pengen', 'denger']",NON-CYBERBULYING
"['teruskan', 'mbak', 'puan', 'cilik', 'mendukungmu']",NON-CYBERBULYING
"['rill', 'kah']",NON-CYBERBULYING
"['partai', 'cilik', 'matamu']",CYBERBULLYING
"['semoga', 'rakyat', 'tau', 'kebijakan', 'yg', 'perlukan', 'utk', 'kehidupan', 'kebutuhan']",NON-CYBERBULYING
"['hooo', 'gitu', 'ya', 'bu']",NON-CYBERBULYING
"['cilik', 'indonesia']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['pura', 'pura', 'gatau', 'aja', 'deh', 'umur', 'segini', 'emg', 'lucu2nya']",CYBERBULLYING
"['ya', 'udaah', 'jadikan', 'ragu2', 'mba', 'puan', 'gus']",NON-CYBERBULYING
"['gagal', 'total']",NON-CYBERBULYING
"['sungguh', 'bulshit', 'skali', '2024', 'sumbar', 'pdip']",CYBERBULLYING
"['ngeneki', 'lo', 'mba', 'akar', 'rumput', 'sandal', 'jepit', 'cilik']",NON-CYBERBULYING
"['ga', 'pake', 'sendal', 'jepit', 'bu', 'pake', 'sepatu', 'branded']",NON-CYBERBULYING
['ngetod'],CYBERBULLYING
"['pdip', 'amp']",NON-CYBERBULYING
"['tegar', 'ya', 'ga', 'delet', 'delet', 'tweetnya', 'dahal', 'isinya', 'wadidaw', 'nichh']",NON-CYBERBULYING
"['afh', 'iyhh']",NON-CYBERBULYING
"['warunge', 'pecel', 'setting', 'yo', 'budhe', 'ben', 'ketok', 'rapi', 'aestetik', 'ngono', 'warung', 'pecel', 'e', 'rakyat', 'rak', 'koyok']",NON-CYBERBULYING
"['eh', 'iya', 'po', 'bu', 'kontradiksi', 'kebijakan', 'oopsss']",NON-CYBERBULYING
"['perhandbody', 'an']",NON-CYBERBULYING
"['aja', 'ah', 'lebay']",NON-CYBERBULYING
"['tendangane', 'witan', 'apik', 'yo', 'dhe']",NON-CYBERBULYING
"['mangan', 'pecel', 'gae', 'sendokk', 'bukkkk', 'wedi', 'wedhangen', 'ta', 'tangane']",NON-CYBERBULYING
['mantap'],NON-CYBERBULYING
"['warung', 'pecel', 'bu']",NON-CYBERBULYING
"['toples', 'rengginang']",NON-CYBERBULYING
['heleh'],NON-CYBERBULYING
"['warung', 'pecel', 'bu', 'kaya', 'hajatan']",NON-CYBERBULYING
"['cilik', 'ra', 'mangan', 'pecel', 'karo', 'duren']",NON-CYBERBULYING
"['wayae', 'demo', 'ngerayakno', 'ulang', 'partai', 'cilik', 'teko', 'planet', 'lio', 'iyo']",NON-CYBERBULYING
"['tilis', 'kitip']",NON-CYBERBULYING
"['bintang', '1', 'tydack', 'ramah']",NON-CYBERBULYING
['keat'],NON-CYBERBULYING
"['sama2', 'berambisi']",NON-CYBERBULYING
"['partai', 'wonk', 'cilik', 'maaf', 'paham']",NON-CYBERBULYING
['fafifu'],NON-CYBERBULYING
['hahahahah'],NON-CYBERBULYING
"['kayak', 'dinner', 'yg', 'pinggir', 'pantai', 'kuta', 'wkwkwk']",NON-CYBERBULYING
"['bu', 'kaos']",NON-CYBERBULYING
"['ndak', 'perduli', 'partai', 'kalo', 'calon', 'nya', 'terbukti', 'merakyak', 'bu']",NON-CYBERBULYING
"['iya', 'percaya']",NON-CYBERBULYING
"['warung', 'pakai', 'taplak', 'meja', 'sarung', 'kursi']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['giliran', 'aje', 'bawa', 'cilik', 'bbm', 'naek', 'pade', 'mingkem']",NON-CYBERBULYING
"['ente', 'kadang', 'kadang']",NON-CYBERBULYING
"['lutcu', 'bet', 'dah', 'ah']",NON-CYBERBULYING
"['dah', 'cilak', 'cilik', 'heeem', 'si', 'dihhh']",NON-CYBERBULYING
"['pilih', 'jokowi', 'wajah', 'kalem', 'merakyat', 'gk', 'tau', 'suka', 'ngedabruss']",CYBERBULLYING
"['si', 'cilik']",CYBERBULLYING
"['dinamikan', 'politik', 'terbuka', 'm']",NON-CYBERBULYING
['mbelek'],NON-CYBERBULYING
"['politik', 'bertemu', 'sinyal']",NON-CYBERBULYING
"['waduuhh', 'ramai', 'tp', 'pasar']",NON-CYBERBULYING
"['bacot', 'goblok']",CYBERBULLYING
"['cilik', 'mateni', 'rakyat', 'cilik']",CYBERBULLYING
"['warung', 'pecel', 'yg', 'mejanya', 'kayak', 'resepsi', 'nikahan']",NON-CYBERBULYING
"['warung', 'cilik', 'yg', 'meja', 'nya', 'putih', 'bersih', 'amp']",NON-CYBERBULYING
"['ya', 'namanya', 'dinamika', 'politik', 'terbuka', 'pertemuan', 'memb']",NON-CYBERBULYING
"['makan', 'warung', 'pecel', 'aja', 'butuh', 'validasi', 'sbg', 'cilik']",NON-CYBERBULYING
"['apah', 'apah', 'ga', 'liat']",NON-CYBERBULYING
"['aseli', 'cilik', 'aja', 'mbak', 'nggak', 'pamer', 'pamerin', 'kayak', 'ngaku', 'cilik']",NON-CYBERBULYING
"['omdo', 'tong', 'kosong', 'nyaring', 'bunyinya', 'gini', 'presiden', 'oh', 'maaf', 'laki']",NON-CYBERBULYING
['tenane'],NON-CYBERBULYING
